# Output table from Spectronaut filtered for the comparison of Geriatric (26m) vs. Young (y) mouse crypts. Related to Figure 2 and S2.,,,,,,,,,,
,,,,,,,,,,
Comparison (group1/group2),Group,Genes,ProteinDescriptions,ProteinNames,# Unique Peptides,AVG Log Ratio,Absolute AVG Log Ratio,% Change,Ratio,Qvalue
26m / y,Q00612,G6pdx,Glucose-6-phosphate 1-dehydrogenase X,G6PD1_MOUSE,30,0.317535937,0.317535937,-19.75607593,0.802439241,4.18E-05
26m / y,A3KMP2,Ttc38,Tetratricopeptide repeat protein 38,TTC38_MOUSE,15,0.439213395,0.439213395,-26.24633717,0.737536628,4.31E-05
26m / y,Q91X72,Hpx,Hemopexin,HEMO_MOUSE,10,0.874103129,0.874103129,-45.44070638,0.545592936,4.32E-05
26m / y,Q03265,Atp5a1,"ATP synthase subunit alpha, mitochondrial",ATPA_MOUSE,58,0.335251957,0.335251957,-20.73543058,0.792645694,5.01E-05
26m / y,Q8C0Z1,Itfg3,Protein ITFG3,ITFG3_MOUSE,17,0.509197414,0.509197414,-29.73867999,0.7026132,5.22E-05
26m / y,P97429,Anxa4,Annexin A4,ANXA4_MOUSE,38,0.228133023,0.228133023,-14.62610077,0.853738992,5.58E-05
26m / y,P28652,Camk2b,Calcium/calmodulin-dependent protein kinase type II subunit beta,KCC2B_MOUSE,5,0.462216139,0.462216139,-27.41296152,0.725870385,5.73E-05
26m / y,P14869,Rplp0,60S acidic ribosomal protein P0,RLA0_MOUSE,22,0.630768001,0.630768001,-35.41674773,0.645832523,5.79E-05
26m / y,Q99M87,Dnaja3,"DnaJ homolog subfamily A member 3, mitochondrial",DNJA3_MOUSE,18,-0.273156047,0.273156047,20.84485463,1.208448546,5.95E-05
26m / y,Q9ESE1,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA_MOUSE,55,0.285721779,0.285721779,-17.96689047,0.820331095,6.15E-05
26m / y,Q9D379,Ephx1,Epoxide hydrolase 1,HYEP_MOUSE,14,-0.693379402,0.693379402,61.70669404,1.61706694,6.26E-05
26m / y,P80314,Cct2,T-complex protein 1 subunit beta,TCPB_MOUSE,42,0.295951277,0.295951277,-18.54649288,0.814535071,6.43E-05
26m / y,Q91WJ8,Fubp1,Far upstream element-binding protein 1,FUBP1_MOUSE,24,-0.360851198,0.360851198,28.41833497,1.28418335,6.77E-05
26m / y,P54775,Psmc4,26S protease regulatory subunit 6B,PRS6B_MOUSE,31,0.246257931,0.246257931,-15.69196326,0.843080367,6.80E-05
26m / y,Q9DBY8,Nvl,Nuclear valosin-containing protein-like,NVL_MOUSE,14,-0.639823437,0.639823437,55.81384559,1.558138456,7.01E-05
26m / y,P63005,Pafah1b1,Platelet-activating factor acetylhydrolase IB subunit alpha,LIS1_MOUSE,21,-0.373070836,0.373070836,29.51065868,1.295106587,7.18E-05
26m / y,P43276,Hist1h1b,Histone H1.5,H15_MOUSE,11,0.537884474,0.537884474,-31.12198238,0.688780176,7.34E-05
26m / y,P43275,Hist1h1a,Histone H1.1,H11_MOUSE,10,0.771966457,0.771966457,-41.43812939,0.585618706,7.67E-05
26m / y,P70195,Psmb7,Proteasome subunit beta type-7,PSB7_MOUSE,9,-0.381471425,0.381471425,30.26697897,1.30266979,7.72E-05
26m / y,Q0P678,Zc3h18,Zinc finger CCCH domain-containing protein 18,ZCH18_MOUSE,15,-0.341876477,0.341876477,26.74040027,1.267404003,7.76E-05
26m / y,Q9D8B4,Ndufa11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,NDUAB_MOUSE,9,-0.645734668,0.645734668,56.45357965,1.564535797,7.99E-05
26m / y,Q3UPL0,Sec31a,Protein transport protein Sec31A,SC31A_MOUSE,46,0.26578787,0.26578787,-16.8255613,0.831744387,8.22E-05
26m / y,Q91ZX7,Lrp1,Prolow-density lipoprotein receptor-related protein 1,LRP1_MOUSE,88,0.173839211,0.173839211,-11.3519508,0.886480492,8.31E-05
26m / y,P68433,Hist1h3a,Histone H3.1,H31_MOUSE,16,0.552430928,0.552430928,-31.81297851,0.681870215,8.65E-05
26m / y,Q9QXD6,Fbp1,"Fructose-1,6-bisphosphatase 1",F16P1_MOUSE,15,0.420418262,0.420418262,-25.27920357,0.747207964,8.82E-05
26m / y,P70670,Naca,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACAM_MOUSE,8,-0.457436264,0.457436264,37.30995867,1.373099587,8.86E-05
26m / y,Q64176,Ces1e,Carboxylesterase 1E,EST1E_MOUSE,16,0.65489614,0.65489614,-36.48787879,0.635121212,8.90E-05
26m / y,Q99J99,Mpst,3-mercaptopyruvate sulfurtransferase,THTM_MOUSE,15,0.390912116,0.390912116,-23.73527167,0.762647283,9.17E-05
26m / y,P14148,Rpl7,60S ribosomal protein L7,RL7_MOUSE,30,0.300691128,0.300691128,-18.81366226,0.811863377,9.21E-05
26m / y,Q05816,Fabp5,"Fatty acid-binding protein, epidermal",FABP5_MOUSE,10,-0.862660229,0.862660229,81.83882024,1.818388202,9.45E-05
26m / y,Q64514,Tpp2,Tripeptidyl-peptidase 2,TPP2_MOUSE,45,0.27866587,0.27866587,-17.56470162,0.824352984,9.49E-05
26m / y,P54869,Hmgcs2,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",HMCS2_MOUSE,28,-1.196347713,1.196347713,129.158804,2.29158804,0.000104012
26m / y,P01592,Jchain,Immunoglobulin J chain,IGJ_MOUSE,7,1.366244674,1.366244674,-61.21003642,0.387899636,0.000106687
26m / y,Q5YD48,A1cf,APOBEC1 complementation factor,A1CF_MOUSE,21,-0.32625851,0.32625851,25.37576558,1.253757656,0.000118477
26m / y,Q60931,Vdac3,Voltage-dependent anion-selective channel protein 3,VDAC3_MOUSE,12,-0.371335626,0.371335626,29.35498257,1.293549826,0.000119393
26m / y,Q920A5,Scpep1,Retinoid-inducible serine carboxypeptidase,RISC_MOUSE,13,-0.283139944,0.283139944,21.68403887,1.216840389,0.000119706
26m / y,P36552,Cpox,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",HEM6_MOUSE,27,0.324665517,0.324665517,-20.15165097,0.79848349,0.000120376
26m / y,P62334,Psmc6,26S protease regulatory subunit 10B,PRS10_MOUSE,26,0.39768675,0.39768675,-24.09255747,0.759074425,0.000120772
26m / y,Q99N94,Mrpl9,"39S ribosomal protein L9, mitochondrial",RM09_MOUSE,11,0.448632926,0.448632926,-26.72631514,0.732736849,0.000121924
26m / y,Q6A026,Pds5a,Sister chromatid cohesion protein PDS5 homolog A,PDS5A_MOUSE,39,-0.297358394,0.297358394,22.88922234,1.228892223,0.000122834
26m / y,Q9CXW3,Cacybp,Calcyclin-binding protein,CYBP_MOUSE,21,-0.491320401,0.491320401,40.57308578,1.405730858,0.000123608
26m / y,Q9D8C4,Ifi35,Interferon-induced 35 kDa protein homolog,IN35_MOUSE,12,0.340749949,0.340749949,-21.03692648,0.789630735,0.000124158
26m / y,P58252,Eef2,Elongation factor 2,EF2_MOUSE,82,0.211919069,0.211919069,-13.66120094,0.863387991,0.000128187
26m / y,P61965,Wdr5,WD repeat-containing protein 5,WDR5_MOUSE,13,-0.393447936,0.393447936,31.35288935,1.313528894,0.000137754
26m / y,P29452,Casp1,Caspase-1,CASP1_MOUSE,29,0.266519755,0.266519755,-16.86774535,0.831322547,0.000149771
26m / y,Q9CYI4,Luc7l,Putative RNA-binding protein Luc7-like 1,LUC7L_MOUSE,7,-0.516596377,0.516596377,43.05762314,1.430576231,0.000158239
26m / y,Q61263,Soat1,Sterol O-acyltransferase 1,SOAT1_MOUSE,8,-0.673772335,0.673772335,59.52387226,1.595238723,0.000165642
26m / y,Q9R112,Sqrdl,"Sulfide:quinone oxidoreductase, mitochondrial",SQRD_MOUSE,38,0.390578836,0.390578836,-23.7176516,0.762823484,0.000174226
26m / y,Q9QXD8,Limd1,LIM domain-containing protein 1,LIMD1_MOUSE,14,-0.444664538,0.444664538,36.09976143,1.360997614,0.00017458
26m / y,Q64378,Fkbp5,Peptidyl-prolyl cis-trans isomerase FKBP5,FKBP5_MOUSE,12,0.803450346,0.803450346,-42.70227934,0.572977207,0.000176506
26m / y,Q8CE08,Acpp,Prostatic acid phosphatase,PPAP_MOUSE,4,1.027148604,1.027148604,-50.93210129,0.490678987,0.000176506
26m / y,P42208,2-Sep,Septin-2,SEPT2_MOUSE,15,-0.55360949,0.55360949,46.77532899,1.46775329,0.000177093
26m / y,P53702,Hccs,Cytochrome c-type heme lyase,CCHL_MOUSE,10,-0.422585279,0.422585279,34.03272419,1.340327242,0.000178093
26m / y,Q9CQ62,Decr1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR_MOUSE,27,-0.357387155,0.357387155,28.11036065,1.281103607,0.000179872
26m / y,Q9D8W7,Ociad2,OCIA domain-containing protein 2,OCAD2_MOUSE,14,0.354312539,0.354312539,-21.77576981,0.782242302,0.000180014
26m / y,Q8R0G9,Nup133,Nuclear pore complex protein Nup133,NU133_MOUSE,34,-0.22970593,0.22970593,17.259591,1.17259591,0.000188781
26m / y,Q5G866,Defa23,Alpha-defensin 23,DFA23_MOUSE,4,-1.7656672,1.7656672,240.0312168,3.400312168,0.000201621
26m / y,P48758,Cbr1,Carbonyl reductase [NADPH] 1,CBR1_MOUSE,21,0.372612923,0.372612923,-22.76176637,0.772382336,0.000205189
26m / y,Q9DD20,Mettl7b,Methyltransferase-like protein 7B,MET7B_MOUSE,9,-0.625266373,0.625266373,54.2495599,1.542495599,0.000206726
26m / y,P30999,Ctnnd1,Catenin delta-1,CTND1_MOUSE,70,0.222508356,0.222508356,-14.29260199,0.85707398,0.000213613
26m / y,Q9D7Z3,Nol7,Nucleolar protein 7,NOL7_MOUSE,7,-0.473602802,0.473602802,38.85727855,1.388572785,0.000216094
26m / y,P84099,Rpl19,60S ribosomal protein L19,RL19_MOUSE,13,0.486088365,0.486088365,-28.60417416,0.713958258,0.000221645
26m / y,Q91ZE0,Tmlhe,"Trimethyllysine dioxygenase, mitochondrial",TMLH_MOUSE,18,0.422872066,0.422872066,-25.40618422,0.745938158,0.000223781
26m / y,Q64674,Srm,Spermidine synthase,SPEE_MOUSE,16,-0.403886437,0.403886437,32.30672898,1.32306729,0.00022536
26m / y,Q91YK2,Rrp1b,Ribosomal RNA processing protein 1 homolog B,RRP1B_MOUSE,16,-0.52519387,0.52519387,43.91269576,1.439126958,0.000226668
26m / y,O35286,Dhx15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15_MOUSE,42,0.258443385,0.258443385,-16.40105653,0.835989435,0.00022921
26m / y,Q02053,Uba1,Ubiquitin-like modifier-activating enzyme 1,UBA1_MOUSE,58,0.21204108,0.21204108,-13.66850242,0.863314976,0.000232057
26m / y,Q9ESM6,Gdpd2,Glycerophosphoinositol inositolphosphodiesterase GDPD2,GDPD2_MOUSE,7,0.873755574,0.873755574,-45.4275611,0.545724389,0.000232057
26m / y,P02301;P84244,H3f3c;H3f3a,Histone H3.3C;Histone H3.3,H3C_MOUSE;H33_MOUSE,1,0.733564496,0.733564496,-39.85838545,0.601416146,0.000237553
26m / y,Q9CZS1,Aldh1b1,"Aldehyde dehydrogenase X, mitochondrial",AL1B1_MOUSE,54,0.251602232,0.251602232,-16.00369515,0.839963048,0.000243478
26m / y,Q99LJ1,Fuca1,Tissue alpha-L-fucosidase,FUCO_MOUSE,11,0.548125088,0.548125088,-31.60916486,0.683908351,0.000253372
26m / y,Q9EQX0,Ghrl,Appetite-regulating hormone,GHRL_MOUSE,5,-1.566470504,1.566470504,196.1792363,2.961792363,0.000253372
26m / y,F6ZDS4,Tpr,Nucleoprotein TPR,TPR_MOUSE,109,-0.136689022,0.136689022,9.937914886,1.099379149,0.00026063
26m / y,Q8JZV7,Amdhd2,Putative N-acetylglucosamine-6-phosphate deacetylase,NAGA_MOUSE,12,0.570073485,0.570073485,-32.64175222,0.673582478,0.000264546
26m / y,P30416,Fkbp4,Peptidyl-prolyl cis-trans isomerase FKBP4,FKBP4_MOUSE,49,-0.302147388,0.302147388,23.29782824,1.232978282,0.000268698
26m / y,P21278,Gna11,Guanine nucleotide-binding protein subunit alpha-11,GNA11_MOUSE,28,0.413686693,0.413686693,-24.92974403,0.75070256,0.000269033
26m / y,Q9QX47,Son,Protein SON,SON_MOUSE,39,-0.248307675,0.248307675,18.7812957,1.187812957,0.000277285
26m / y,Q91ZW3,Smarca5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,SMCA5_MOUSE,58,-0.220319375,0.220319375,16.49914569,1.164991457,0.00027789
26m / y,P48281,Vdr,Vitamin D3 receptor,VDR_MOUSE,7,-0.648356736,0.648356736,56.73818931,1.567381893,0.000285646
26m / y,Q9Z0H3,Smarcb1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,SNF5_MOUSE,14,-0.387629896,0.387629896,30.82424168,1.308242417,0.000287788
26m / y,CON__P35908,NaN,NaN,CON__P35908,29,-0.605100095,0.605100095,52.10842836,1.521084284,0.000298334
26m / y,P16406,Enpep,Glutamyl aminopeptidase,AMPE_MOUSE,63,0.431641787,0.431641787,-25.85824283,0.741417572,0.000302391
26m / y,Q6PFD9,Nup98,Nuclear pore complex protein Nup98-Nup96,NUP98_MOUSE,44,-0.183960587,0.183960587,13.59982298,1.13599823,0.00032038
26m / y,Q9CQE8,NaN,UPF0568 protein C14orf166 homolog,CN166_MOUSE,14,0.766603529,0.766603529,-41.22003233,0.587799677,0.00033631
26m / y,P25976,Ubtf,Nucleolar transcription factor 1,UBF1_MOUSE,23,-0.226957679,0.226957679,17.03643085,1.170364309,0.00034886
26m / y,Q9JMH9,Myo18a,Unconventional myosin-XVIIIa,MY18A_MOUSE,67,0.272324383,0.272324383,-17.2015528,0.827984472,0.000357008
26m / y,Q8VHR5,Gatad2b,Transcriptional repressor p66-beta,P66B_MOUSE,14,-0.368670046,0.368670046,29.11620194,1.291162019,0.000359851
26m / y,Q9CR57,Rpl14,60S ribosomal protein L14,RL14_MOUSE,8,0.441442519,0.441442519,-26.36020679,0.736397932,0.000376163
26m / y,Q9D824,Fip1l1,Pre-mRNA 3'-end-processing factor FIP1,FIP1_MOUSE,10,-0.430915803,0.430915803,34.80890535,1.348089053,0.000380576
26m / y,Q78PY7,Snd1,Staphylococcal nuclease domain-containing protein 1,SND1_MOUSE,66,0.206236631,0.206236631,-13.32046198,0.86679538,0.000382752
26m / y,P59235,Nup43,Nucleoporin Nup43,NUP43_MOUSE,6,-0.380371511,0.380371511,30.16770095,1.301677009,0.000398219
26m / y,Q8K5B2,Mcfd2,Multiple coagulation factor deficiency protein 2 homolog,MCFD2_MOUSE,4,-0.695020497,0.695020497,61.89074333,1.618907433,0.000398219
26m / y,Q8C6I2,Sdhaf2,"Succinate dehydrogenase assembly factor 2, mitochondrial",SDHF2_MOUSE,9,-0.590456843,0.590456843,50.57234739,1.505723474,0.000401388
26m / y,Q80UM7,Mogs,Mannosyl-oligosaccharide glucosidase,MOGS_MOUSE,29,-0.278375715,0.278375715,21.28286298,1.21282863,0.000406449
26m / y,Q9Z2V4,Pck1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",PCKGC_MOUSE,22,1.043296933,1.043296933,-51.4782642,0.485217358,0.000408869
26m / y,Q9CY58,Serbp1,Plasminogen activator inhibitor 1 RNA-binding protein,PAIRB_MOUSE,30,-0.459341794,0.459341794,37.49143931,1.374914393,0.000410594
26m / y,Q9WUA3,Pfkp,"ATP-dependent 6-phosphofructokinase, platelet type",PFKAP_MOUSE,36,0.264594764,0.264594764,-16.75674774,0.832432523,0.000419046
26m / y,O08917,Flot1,Flotillin-1,FLOT1_MOUSE,4,0.635537982,0.635537982,-35.62992665,0.643700734,0.000424165
26m / y,Q61490,Alcam,CD166 antigen,CD166_MOUSE,14,-0.3641662,0.3641662,28.71375185,1.287137519,0.000426021
26m / y,Q62167,Ddx3x,ATP-dependent RNA helicase DDX3X,DDX3X_MOUSE,54,0.203503221,0.203503221,-13.15607848,0.868439215,0.000436687
26m / y,Q8BG81,Poldip3,Polymerase delta-interacting protein 3,PDIP3_MOUSE,20,-0.350187123,0.350187123,27.47259532,1.274725953,0.000443704
26m / y,Q8BWQ1,Ugt2a3,UDP-glucuronosyltransferase 2A3,UD2A3_MOUSE,18,0.702253103,0.702253103,-38.53884019,0.614611598,0.000444391
26m / y,Q99J47,Dhrs7b,Dehydrogenase/reductase SDR family member 7B,DRS7B_MOUSE,16,-0.331159264,0.331159264,25.80238416,1.258023842,0.000444391
26m / y,Q64105,Spr,Sepiapterin reductase,SPRE_MOUSE,14,0.238432929,0.238432929,-15.23344439,0.847665556,0.000453022
26m / y,Q9D1A2,Cndp2,Cytosolic non-specific dipeptidase,CNDP2_MOUSE,42,0.351555824,0.351555824,-21.62615535,0.783738447,0.000459409
26m / y,Q8K2C9,Hacd3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3_MOUSE,9,-0.599402487,0.599402487,51.50889409,1.515088941,0.000461006
26m / y,P38647,Hspa9,"Stress-70 protein, mitochondrial",GRP75_MOUSE,71,0.264156014,0.264156014,-16.7314281,0.832685719,0.000461896
26m / y,Q64462,Cyp4b1,Cytochrome P450 4B1,CP4B1_MOUSE,26,0.950485587,0.950485587,-48.25417352,0.517458265,0.000480224
26m / y,Q8VCT3,Rnpep,Aminopeptidase B,AMPB_MOUSE,35,-0.291570634,0.291570634,22.39720669,1.223972067,0.000482032
26m / y,Q9JMG2,C1galt1c1,C1GALT1-specific chaperone 1,C1GLC_MOUSE,9,-0.720799685,0.720799685,64.80953191,1.648095319,0.000497697
26m / y,Q9CY18,Snx7,Sorting nexin-7,SNX7_MOUSE,10,-0.418192923,0.418192923,33.62527556,1.336252756,0.000504945
26m / y,P97363,Sptlc2,Serine palmitoyltransferase 2,SPTC2_MOUSE,24,0.223297834,0.223297834,-14.33949037,0.856605096,0.000508096
26m / y,Q9Z2G6,Sel1l,Protein sel-1 homolog 1,SE1L1_MOUSE,20,-0.314172387,0.314172387,24.32982213,1.243298221,0.000516072
26m / y,Q8VCN5,Cth,Cystathionine gamma-lyase,CGL_MOUSE,21,0.311297596,0.311297596,-19.40834281,0.805916572,0.000518641
26m / y,Q8VI47,Abcc2,Canalicular multispecific organic anion transporter 1,MRP2_MOUSE,31,0.936727464,0.936727464,-47.75834395,0.52241656,0.000518641
26m / y,Q8BGS1,Epb41l5,Band 4.1-like protein 5,E41L5_MOUSE,12,-0.30901739,0.30901739,23.88636308,1.238863631,0.00054203
26m / y,Q8BLF1,Nceh1,Neutral cholesterol ester hydrolase 1,NCEH1_MOUSE,9,-0.313899666,0.313899666,24.30632156,1.243063216,0.000552404
26m / y,P97805,Fam3d,Protein FAM3D,FAM3D_MOUSE,10,0.327738941,0.327738941,-20.32157366,0.796784263,0.00057357
26m / y,Q9WU78,Pdcd6ip,Programmed cell death 6-interacting protein,PDC6I_MOUSE,45,0.283116937,0.283116937,-17.8186427,0.821813573,0.00057618
26m / y,Q9D8T0,Fam3a,Protein FAM3A,FAM3A_MOUSE,6,0.59013027,0.59013027,-33.57170777,0.664282922,0.000584571
26m / y,P55095,Gcg,Glucagon,GLUC_MOUSE,10,-0.491233647,0.491233647,40.56463285,1.405646329,0.000588143
26m / y,P46978,Stt3a,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A_MOUSE,21,-0.339337051,0.339337051,26.51750855,1.265175085,0.000595186
26m / y,P68033,Actc1,"Actin, alpha cardiac muscle 1",ACTC_MOUSE,37,0.423153996,0.423153996,-25.42075984,0.745792402,0.00061169
26m / y,D3YXK2,Safb,Scaffold attachment factor B1,SAFB1_MOUSE,26,-0.321190149,0.321190149,24.93607818,1.249360782,0.000612389
26m / y,Q3U487,Hectd3,E3 ubiquitin-protein ligase HECTD3,HECD3_MOUSE,20,0.402482301,0.402482301,-24.34445665,0.756555434,0.000613113
26m / y,Q9Z2I9,Sucla2,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCB1_MOUSE,28,-0.29904452,0.29904452,23.03293105,1.230329311,0.000615805
26m / y,P09602,Hmgn2,Non-histone chromosomal protein HMG-17,HMGN2_MOUSE,5,1.060356855,1.060356855,-52.04865642,0.479513436,0.00063498
26m / y,P58242,Smpdl3b,Acid sphingomyelinase-like phosphodiesterase 3b,ASM3B_MOUSE,10,0.959480524,0.959480524,-48.57579552,0.514242045,0.000636263
26m / y,Q8CHR6,Dpyd,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD_MOUSE,37,0.421284586,0.421284586,-25.32405918,0.746759408,0.000649422
26m / y,Q64213,Sf1,Splicing factor 1,SF01_MOUSE,18,-0.320670128,0.320670128,24.89105297,1.24891053,0.000653101
26m / y,P62315,Snrpd1,Small nuclear ribonucleoprotein Sm D1,SMD1_MOUSE,5,-0.771435022,0.771435022,70.69668281,1.706966828,0.000668045
26m / y,Q8VCR7,Abhd14b,Alpha/beta hydrolase domain-containing protein 14B,ABHEB_MOUSE,11,0.436540067,0.436540067,-26.10954421,0.738904558,0.000678622
26m / y,Q9WTL7,Lypla2,Acyl-protein thioesterase 2,LYPA2_MOUSE,7,0.270454079,0.270454079,-17.09414361,0.829058564,0.000692385
26m / y,Q9R269,Ppl,Periplakin,PEPL_MOUSE,11,0.801270247,0.801270247,-42.61562959,0.573843704,0.000717023
26m / y,Q9ESP1,Sdf2l1,Stromal cell-derived factor 2-like protein 1,SDF2L_MOUSE,11,-0.487077981,0.487077981,40.16032072,1.401603207,0.000719659
26m / y,O89001,Cpd,Carboxypeptidase D,CBPD_MOUSE,21,0.387392223,0.387392223,-23.54897353,0.764510265,0.000720134
26m / y,Q8R4R6,Nup35,Nucleoporin NUP53,NUP53_MOUSE,15,-0.390346646,0.390346646,31.0708299,1.310708299,0.000730074
26m / y,Q3TW96,Uap1l1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L_MOUSE,15,0.368321896,0.368321896,-22.53169364,0.774683064,0.00074142
26m / y,Q921M3,Sf3b3,Splicing factor 3B subunit 3,SF3B3_MOUSE,49,-0.181931347,0.181931347,13.4401501,1.134401501,0.000746563
26m / y,Q3THE2,Myl12b,Myosin regulatory light chain 12B,ML12B_MOUSE,16,-0.320584357,0.320584357,24.88362817,1.248836282,0.00075878
26m / y,Q8BG32,Psmd11,26S proteasome non-ATPase regulatory subunit 11,PSD11_MOUSE,26,0.282154858,0.282154858,-17.76382079,0.822361792,0.000765086
26m / y,Q3TLH4,Prrc2c,Protein PRRC2C,PRC2C_MOUSE,47,-0.372509629,0.372509629,29.46028891,1.294602889,0.000784674
26m / y,Q08091,Cnn1,Calponin-1,CNN1_MOUSE,15,0.667196035,0.667196035,-37.02705843,0.629729416,0.00078506
26m / y,Q8BHC4,Dcakd,Dephospho-CoA kinase domain-containing protein,DCAKD_MOUSE,11,-0.504353404,0.504353404,41.84874673,1.418487467,0.000786793
26m / y,Q8K224,Nat10,N-acetyltransferase 10,NAT10_MOUSE,37,-0.283664972,0.283664972,21.72833034,1.217283303,0.000790632
26m / y,Q60932,Vdac1,Voltage-dependent anion-selective channel protein 1,VDAC1_MOUSE,24,-0.365077525,0.365077525,28.79508376,1.287950838,0.000790745
26m / y,Q80YN3,Bcas1,Breast carcinoma-amplified sequence 1 homolog,BCAS1_MOUSE,11,0.368878245,0.368878245,-22.56156216,0.774384378,0.000793384
26m / y,Q62465,Vat1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1_MOUSE,19,0.559580982,0.559580982,-32.15008007,0.678499199,0.000796689
26m / y,Q922Q8,Lrrc59,Leucine-rich repeat-containing protein 59,LRC59_MOUSE,17,0.708617866,0.708617866,-38.80939222,0.611906078,0.000796903
26m / y,P29416,Hexa,Beta-hexosaminidase subunit alpha,HEXA_MOUSE,16,0.38692826,0.38692826,-23.52438336,0.764756166,0.000809488
26m / y,Q3UPF5,Zc3hav1,Zinc finger CCCH-type antiviral protein 1,ZCCHV_MOUSE,23,-0.23473005,0.23473005,17.66865408,1.176686541,0.000822752
26m / y,Q8C5H8,Nadk2,"NAD kinase 2, mitochondrial",NAKD2_MOUSE,21,-0.384921163,0.384921163,30.57884298,1.30578843,0.000836616
26m / y,P68040,Gnb2l1,Guanine nucleotide-binding protein subunit beta-2-like 1,GBLP_MOUSE,28,-0.284079492,0.284079492,21.76331081,1.217633108,0.000838071
26m / y,P60843,Eif4a1,Eukaryotic initiation factor 4A-I,IF4A1_MOUSE,38,0.285865128,0.285865128,-17.97504104,0.82024959,0.000840171
26m / y,O55234,Psmb5,Proteasome subunit beta type-5,PSB5_MOUSE,16,-0.899480164,0.899480164,86.5393718,1.865393718,0.000862102
26m / y,Q8BYK6,Ythdf3,YTH domain-containing family protein 3,YTHD3_MOUSE,18,-0.354238272,0.354238272,27.83104682,1.278310468,0.000872745
26m / y,P17182,Eno1,Alpha-enolase,ENOA_MOUSE,37,0.378451288,0.378451288,-23.07370598,0.76926294,0.000879043
26m / y,P06330,NaN,Ig heavy chain V region AC38 205.12,HVM51_MOUSE,5,0.910520494,0.910520494,-46.80068753,0.531993125,0.000886829
26m / y,Q9Z0K8,Vnn1,Pantetheinase,VNN1_MOUSE,12,0.920765579,0.920765579,-47.17713633,0.528228637,0.000892612
26m / y,Q6P542,Abcf1,ATP-binding cassette sub-family F member 1,ABCF1_MOUSE,34,-0.278243035,0.278243035,21.27170951,1.212717095,0.000893844
26m / y,Q8C3X4,Guf1,"Translation factor Guf1, mitochondrial",GUF1_MOUSE,11,0.358124316,0.358124316,-21.982175,0.78017825,0.000900996
26m / y,P62983,Rps27a,Ubiquitin-40S ribosomal protein S27a,RS27A_MOUSE,11,-0.476615518,0.476615518,39.14755109,1.391475511,0.000962003
26m / y,Q8JZQ5,Aoc1,Amiloride-sensitive amine oxidase [copper-containing],AOC1_MOUSE,28,-0.308232486,0.308232486,23.81898056,1.238189806,0.000962397
26m / y,O08832,Galnt4,Polypeptide N-acetylgalactosaminyltransferase 4,GALT4_MOUSE,18,0.179543287,0.179543287,-11.70175225,0.882982477,0.000965913
26m / y,Q9D0D5,Gtf2e1,General transcription factor IIE subunit 1,T2EA_MOUSE,4,-0.785568774,0.785568774,72.3771772,1.723771772,0.000975948
26m / y,Q9CW03,Smc3,Structural maintenance of chromosomes protein 3,SMC3_MOUSE,62,-0.205933228,0.205933228,15.34322198,1.15343222,0.000989643
26m / y,Q01405,Sec23a,Protein transport protein Sec23A,SC23A_MOUSE,35,0.270055443,0.270055443,-17.07123245,0.829287676,0.00099369
26m / y,Q8CFE3,Rcor1,REST corepressor 1,RCOR1_MOUSE,9,-0.35372299,0.35372299,27.78539802,1.27785398,0.001005941
26m / y,Q8BWR8,Rhpn2,Rhophilin-2,RHPN2_MOUSE,10,0.271405011,0.271405011,-17.14877185,0.828512281,0.001012109
26m / y,Q14C51,Ptcd3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",PTCD3_MOUSE,19,-0.324129969,0.324129969,25.1909235,1.251909235,0.001020297
26m / y,P03911,Mtnd4,NADH-ubiquinone oxidoreductase chain 4,NU4M_MOUSE,6,-1.142350912,1.142350912,120.740433,2.20740433,0.001029465
26m / y,Q9WVA2,Timm8a1,Mitochondrial import inner membrane translocase subunit Tim8 A,TIM8A_MOUSE,7,0.319270134,0.319270134,-19.8524755,0.801475245,0.001045078
26m / y,P17918,Pcna,Proliferating cell nuclear antigen,PCNA_MOUSE,20,-0.423192412,0.423192412,34.08914138,1.340891414,0.001047292
26m / y,P47856,Gfpt1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1_MOUSE,38,0.203568473,0.203568473,-13.16000629,0.868399937,0.001051223
